DexNumber,Name,DefName,Type1,Type2,HP,Attack,Defense,SpAttack,SpDefense,Speed,Size,SizeMulti,Mass,GenderDifference,BaseFriendship,GenderLess,FemaleRatio,EvolTier,EvolLine,EvolMax,LvlBasedEvolution,EvolLvl,Baby,Fossil,Legendary,ParticularSpawn,Rarity,MinWildLvl,MaxWildLvl,XpCategory,CatchRate,EggGroup1,EggGroup2,EggCycles,EggLayTime,EggHatchTime,ExpYield,HPEv,AttackEv,DefenseEv,SpAttackEv,SpDefenseEv,SpeedEv,RimworldShape
655,Delphox,Delphox,Fire,Psychic,75,69,72,114,100,104,1.5,1,39,0,70,0,0.125,3,338,1,0,0,0,0,0,0,7,32,74,MediumSlow,45,Field,,20,6.7,13.4,240,0,0,0,3,0,0,BipedPokemonWithTail
656,Froakie,Froakie,Water,,41,56,40,62,44,71,0.3,1,7,0,70,0,0.125,1,339,0,1,16,0,0,0,0,3,8,11,MediumSlow,45,Water1,,20,6.7,13.4,63,0,0,0,0,0,1,QuadrupedPokemonWithPaws
657,Frogadier,Frogadier,Water,,54,63,52,83,56,97,0.6,1,10.9,0,70,0,0.125,2,339,0,1,36,0,0,0,0,5,13,31,MediumSlow,45,Water1,,20,6.7,13.4,142,0,0,0,0,0,2,QuadrupedPokemonWithPaws
658,Greninja,Greninja,Water,Dark,72,95,67,103,71,122,1.5,1,40,0,70,0,0.125,3,339,1,0,0,0,0,0,0,7,32,74,MediumSlow,45,Water1,,20,6.7,13.4,239,0,0,0,0,0,3,BipedPokemon
659,Bunnelby,Bunnelby,Normal,,38,36,38,32,36,57,0.4,1,5,0,70,0,0.5,1,340,0,1,20,0,0,0,0,1,9,15,MediumFast,255,Field,,15,5,10,47,0,0,0,0,0,1,BipedPokemonWithTail
660,Diggersby,Diggersby,Normal,Ground,85,56,77,50,77,78,1,1,42.4,0,70,0,0.5,2,340,1,0,0,0,0,0,0,3,14,32,MediumFast,127,Field,,15,5,10,148,2,0,0,0,0,0,BipedPokemonWithTail
661,Fletchling,Fletchling,Normal,Flying,45,50,43,40,38,62,0.3,1,1.7,0,70,0,0.5,1,341,0,1,17,0,0,0,0,1,8,12,MediumSlow,255,Flying,,15,5,10,56,0,0,0,0,0,1,WingedPokemonWithBeak
662,Fletchinder,Fletchinder,Fire,Flying,62,73,55,56,52,84,0.7,1,16,0,70,0,0.5,2,341,0,1,35,0,0,0,0,3,13,30,MediumSlow,120,Flying,,15,5,10,134,0,0,0,0,0,2,WingedPokemonWithBeak
663,Talonflame,Talonflame,Fire,Flying,78,81,71,74,69,126,1.2,1,24.5,0,70,0,0.5,3,341,1,0,0,0,0,0,0,5,23,53,MediumSlow,45,Flying,,15,5,10,175,0,0,0,0,0,3,WingedPokemonWithBeak
664,Scatterbug,Scatterbug,Bug,,38,35,40,27,25,35,0.3,1,2.5,0,70,0,0.5,1,342,0,1,9,0,0,0,0,1,6,4,MediumFast,255,Bug,,15,5,10,40,0,0,1,0,0,0,InsectPokemonWith6Legs
665,Spewpa,Spewpa,Bug,,45,22,60,27,30,29,0.3,1,8.4,0,70,0,0.5,2,342,0,1,12,0,0,0,0,3,7,7,MediumFast,120,Bug,,15,5,10,75,0,0,2,0,0,0,NO GOOD FIT
666,Vivillon,Vivillon,Bug,Flying,80,52,50,90,50,89,1.2,1,17,0,70,0,0.5,3,342,1,0,0,0,0,0,0,5,23,53,MediumFast,45,Bug,,15,5,10,185,1,0,0,1,0,1,InsectPokemonWithWingsAndLegs
667,Litleo,Litleo,Fire,Normal,62,50,58,73,54,72,0.6,1,13.5,0,70,0,0.875,1,343,0,1,35,0,0,0,0,2,13,30,MediumSlow,220,Field,,20,6.7,13.4,74,0,0,0,1,0,0,QuadrupedPokemonWithPawsAndTail
668,Pyroar,Pyroar,Fire,Normal,86,68,72,109,66,106,1.5,1,81.5,1,70,0,0.875,2,343,1,0,0,0,0,0,0,4,18,41,MediumSlow,65,Field,,20,6.7,13.4,177,0,0,0,2,0,0,QuadrupedPokemonWithPawsAndTail
669,Flabébé,Flabebe,Fairy,,44,38,39,61,79,42,0.1,1,0.1,0,70,0,1,1,344,0,1,19,0,0,0,0,2,9,14,MediumFast,225,Fairy,,20,6.7,13.4,61,0,0,0,0,1,0,NO GOOD FIT
670,Floette,Floette,Fairy,,54,45,47,75,98,52,0.2,1,0.9,0,70,0,1,2,344,0,0,0,0,0,0,0,4,18,41,MediumFast,120,Fairy,,20,6.7,13.4,130,0,0,0,0,2,0,NO GOOD FIT
671,Florges,Florges,Fairy,,78,65,68,112,154,75,1.1,1,10,0,70,0,1,3,344,1,0,0,0,0,0,0,6,27,62,MediumFast,45,Fairy,,20,6.7,13.4,248,0,0,0,0,3,0,NO GOOD FIT
672,Skiddo,Skiddo,Grass,,66,65,48,62,57,52,0.9,1,31,0,70,0,0.5,1,345,0,1,32,0,0,0,0,2,12,27,MediumFast,200,Field,,20,6.7,13.4,70,1,0,0,0,0,0,QuadrupedPokemonWithHoovesAndTail
673,Gogoat,Gogoat,Grass,,123,100,62,97,81,68,1.7,1,91,0,70,0,0.5,2,345,1,0,0,0,0,0,0,5,23,53,MediumFast,45,Field,,20,6.7,13.4,186,2,0,0,0,0,0,QuadrupedPokemonWithHoovesAndTail
674,Pancham,Pancham,Fighting,,67,82,62,46,48,43,0.6,1,8,0,70,0,0.5,1,346,0,1,32,0,0,0,0,2,12,27,MediumFast,220,Field,HumanLike,25,8.3,16.6,70,0,1,0,0,0,0,BipedPokemonWithTail
675,Pangoro,Pangoro,Fighting,Dark,95,124,78,69,71,58,2.1,1,136,0,70,0,0.5,2,346,1,0,0,0,0,0,0,5,23,53,MediumFast,65,Field,HumanLike,25,8.3,16.6,173,0,2,0,0,0,0,BipedPokemonWithTail
676,Furfrou,Furfrou,Normal,,75,80,60,65,90,102,1.2,1,28,0,70,0,0.5,1,347,1,0,0,0,0,0,0,4,18,41,MediumFast,160,Field,,20,6.7,13.4,165,0,0,0,0,0,1,QuadrupedPokemonWithPawsAndTail
677,Espurr,Espurr,Psychic,,62,48,54,63,60,68,0.3,1,3.5,0,70,0,0.5,1,348,0,1,25,0,0,0,0,2,10,20,MediumFast,190,Field,,20,6.7,13.4,71,0,0,0,0,0,1,BipedPokemonWithTail
678,Meowstic,Meowstic,Psychic,,74,48,76,83,81,104,0.6,1,8.5,1,70,0,0.5,2,348,1,0,0,0,0,0,0,5,23,53,MediumFast,75,Field,,20,6.7,13.4,163,0,0,0,0,0,2,BipedPokemonWithTail
679,Honedge,Honedge,Steel,Ghost,45,80,100,35,37,28,0.8,1,2,0,70,0,0.5,1,349,0,1,35,0,0,0,0,2,13,30,MediumFast,180,Mineral,,20,6.7,13.4,65,0,0,1,0,0,0,HeadPokemon
680,Doublade,Doublade,Steel,Ghost,59,110,150,45,49,35,0.8,1,4.5,0,70,0,0.5,2,349,0,0,0,0,0,0,0,4,18,41,MediumFast,90,Mineral,,20,6.7,13.4,157,0,0,2,0,0,0,MultipleBodiedPokemon2Head
681,Aegislash,Aegislash,Steel,Ghost,60,50,140,50,140,60,1.7,1,53,0,70,0,0.5,3,349,1,0,0,0,0,0,0,6,27,62,MediumFast,45,Mineral,,20,6.7,13.4,234,0,0,2,0,1,0,HeadPokemonWithBody
682,Spritzee,Spritzee,Fairy,,78,52,60,63,65,23,0.2,1,0.5,0,70,0,0.5,1,350,0,0,0,0,0,0,0,2,9,21,MediumFast,200,Fairy,,20,6.7,13.4,68,1,0,0,0,0,0,HeadPokemonWithArms
683,Aromatisse,Aromatisse,Fairy,,101,72,72,99,89,29,0.8,1,15.5,0,70,0,0.5,2,350,1,0,0,0,0,0,0,5,23,53,MediumFast,140,Fairy,,20,6.7,13.4,162,2,0,0,0,0,0,BipedPokemon
684,Swirlix,Swirlix,Fairy,,62,48,66,59,57,49,0.4,1,3.5,0,70,0,0.5,1,351,0,0,0,0,0,0,0,2,9,21,MediumFast,200,Fairy,,20,6.7,13.4,68,0,0,1,0,0,0,HeadPokemon
685,Slurpuff,Slurpuff,Fairy,,82,80,86,85,75,72,0.8,1,5,0,70,0,0.5,2,351,1,0,0,0,0,0,0,5,23,53,MediumFast,140,Fairy,,20,6.7,13.4,168,0,0,2,0,0,0,HeadPokemon
686,Inkay,Inkay,Dark,Psychic,53,54,53,37,46,45,0.4,1,3.5,0,70,0,0.5,1,352,0,1,30,0,0,0,0,2,11,25,MediumFast,190,Water1,Water2,20,6.7,13.4,58,0,1,0,0,0,0,TentaclePokemon
687,Malamar,Malamar,Dark,Psychic,86,92,88,68,75,73,1.5,1,47,0,70,0,0.5,2,352,1,0,0,0,0,0,0,5,23,53,MediumFast,80,Water1,Water2,20,6.7,13.4,169,0,2,0,0,0,0,BipedPokemon
688,Binacle,Binacle,Rock,Water,42,52,67,39,56,50,0.5,1,31,0,70,0,0.5,1,353,0,1,39,0,0,0,0,2,14,34,MediumFast,120,Water3,,20,6.7,13.4,61,0,1,0,0,0,0,NO GOOD FIT
689,Barbaracle,Barbaracle,Rock,Water,72,105,115,54,86,68,1.3,1,96,0,70,0,0.5,2,353,1,0,0,0,0,0,0,5,23,53,MediumFast,45,Water3,,20,6.7,13.4,175,0,2,0,0,0,0,BipedPokemon
690,Skrelp,Skrelp,Poison,Water,50,60,60,60,60,30,0.5,1,7.3,0,70,0,0.5,1,354,0,1,48,0,0,0,0,2,16,43,MediumFast,225,Water1,Dragon,20,6.7,13.4,64,0,0,0,0,1,0,FishPokemonWithPectoralCaudalDorsalFins
691,Dragalge,Dragalge,Poison,Dragon,65,75,90,97,123,44,1.8,1,81.5,0,70,0,0.5,2,354,1,0,0,0,0,0,0,5,23,53,MediumFast,55,Water1,Dragon,20,6.7,13.4,173,0,0,0,0,2,0,FishPokemonWithPectoralCaudalDorsalFins
692,Clauncher,Clauncher,Water,,50,53,62,58,63,44,0.5,1,8.3,0,70,0,0.5,1,355,0,1,37,0,0,0,0,2,13,32,Slow,225,Water1,Water3,15,5,10,66,0,0,0,1,0,0,InsectPokemonWith4LegsAndClaws
693,Clawitzer,Clawitzer,Water,,71,73,88,120,89,59,1.3,1,35.3,0,70,0,0.5,2,355,1,0,0,0,0,0,0,5,23,53,Slow,55,Water1,Water3,15,5,10,100,0,0,0,2,0,0,InsectPokemonWith4LegsAndClaws
694,Helioptile,Helioptile,Electric,Normal,44,38,33,61,43,70,0.5,1,6,0,70,0,0.5,1,356,0,0,0,0,0,0,0,2,9,21,MediumFast,190,Monster,Dragon,20,6.7,13.4,58,0,0,0,0,0,1,QuadrupedPokemonWithPawsAndTail
695,Heliolisk,Heliolisk,Electric,Normal,62,55,52,109,94,109,1,1,21,0,70,0,0.5,2,356,1,0,0,0,0,0,0,5,23,53,MediumFast,75,Monster,Dragon,20,6.7,13.4,168,0,0,0,1,0,1,BipedPokemonWithTail
696,Tyrunt,Tyrunt,Rock,Dragon,58,89,77,45,45,48,0.8,1,26,0,70,0,0.125,1,357,0,1,39,0,1,0,0,3,14,34,MediumFast,45,Monster,Dragon,30,10,20,72,0,1,0,0,0,0,BipedPokemonWithTail
697,Tyrantrum,Tyrantrum,Rock,Dragon,82,121,119,69,59,71,2.5,1,270,0,70,0,0.125,2,357,1,0,0,0,1,0,0,6,27,62,MediumFast,45,Monster,Dragon,30,10,20,182,0,2,0,0,0,0,BipedPokemonWithTail
698,Amaura,Amaura,Rock,Ice,77,59,50,67,63,46,1.3,1,25.2,0,70,0,0.125,1,358,0,1,39,0,1,0,0,3,14,34,MediumFast,45,Monster,,30,10,20,72,1,0,0,0,0,0,QuadrupedPokemonWithHoovesAndTail
699,Aurorus,Aurorus,Rock,Ice,123,77,72,99,92,58,2.7,1,225,0,70,0,0.125,2,358,1,0,0,0,1,0,0,6,27,62,MediumFast,45,Monster,,30,10,20,104,2,0,0,0,0,0,QuadrupedPokemonWithHoovesAndTail
700,Sylveon,Sylveon,Fairy,,95,65,65,110,130,60,1,1,23.5,0,70,0,0.125,2,67,1,0,0,0,0,0,0,5,23,53,MediumFast,45,Field,,35,11.7,23.4,184,0,0,0,0,2,0,QuadrupedPokemonWithPawsAndTail
701,Hawlucha,Hawlucha,Fighting,Flying,78,92,75,74,63,118,0.8,1,21.5,0,70,0,0.5,1,359,1,0,0,0,0,0,0,5,23,53,MediumFast,100,HumanLike,Flying,20,6.7,13.4,175,0,2,0,0,0,0,WingedPokemonWithBeak
702,Dedenne,Dedenne,Electric,Fairy,67,58,57,81,67,101,0.2,1,2.2,0,70,0,0.5,1,360,1,0,0,0,0,0,0,4,18,41,MediumFast,180,Field,Fairy,20,6.7,13.4,151,0,0,0,0,0,2,BipedPokemonWithTail
703,Carbink,Carbink,Rock,Fairy,50,50,150,50,150,50,0.3,1,5.7,0,70,1,-1,1,361,1,0,0,0,0,0,0,4,18,41,Slow,60,Fairy,Mineral,25,8.3,16.6,100,0,0,1,0,1,0,HeadPokemonWithBody
704,Goomy,Goomy,Dragon,,45,50,35,55,75,40,0.3,1,2.8,0,35,0,0.5,1,362,0,1,40,0,0,0,0,5,14,35,Slow,45,Dragon,,40,13.3,26.6,60,0,0,0,0,1,0,HeadPokemonWithBody
705,Sliggoo,Sliggoo,Dragon,,68,75,53,83,113,60,0.8,1,17.5,0,35,0,0.5,2,362,0,1,50,0,0,0,0,7,16,45,Slow,45,Dragon,,40,13.3,26.6,158,0,0,0,0,2,0,NO GOOD FIT
706,Goodra,Goodra,Dragon,,90,100,70,110,150,80,2,1,150.5,0,35,0,0.5,3,362,1,0,0,0,0,0,0,9,41,94,Slow,45,Dragon,,40,13.3,26.6,270,0,0,0,0,3,0,BipedPokemonWithTail
707,Klefki,Klefki,Steel,Fairy,57,80,91,80,87,75,0.2,1,3,0,70,0,0.5,1,363,1,0,0,0,0,0,0,4,18,41,Fast,75,Mineral,,20,6.7,13.4,165,0,0,1,0,0,0,HeadPokemonWithBody
708,Phantump,Phantump,Ghost,Grass,43,70,48,50,60,38,0.4,1,7,0,70,0,0.5,1,364,0,0,0,0,0,0,0,3,14,32,MediumFast,120,Grass,Amorphous,20,6.7,13.4,62,0,1,0,0,0,0,HeadPokemonWithArms
709,Trevenant,Trevenant,Ghost,Grass,85,110,76,65,82,56,1.5,1,71,0,70,0,0.5,2,364,1,0,0,0,0,0,0,5,23,53,MediumFast,60,Grass,Amorphous,20,6.7,13.4,166,0,2,0,0,0,0,NO GOOD FIT
710,Pumpkaboo,Pumpkaboo,Ghost,Grass,49,66,70,44,55,51,0.4,1,5,0,70,0,0.5,1,365,0,0,0,0,0,0,0,3,14,32,MediumFast,120,Amorphous,,20,6.7,13.4,67,0,0,1,0,0,0,HeadPokemonWithLegs
711,Gourgeist,Gourgeist,Ghost,Grass,65,90,122,58,75,84,0.9,1,12.5,0,70,0,0.5,2,365,1,0,0,0,0,0,0,5,23,53,MediumFast,60,Amorphous,,20,6.7,13.4,173,0,0,2,0,0,0,BipedPokemon
712,Bergmite,Bergmite,Ice,,55,69,85,32,35,28,1,1,99.5,0,70,0,0.5,1,366,0,1,37,0,0,0,0,3,13,32,MediumFast,190,Monster,Mineral,20,6.7,13.4,61,0,0,1,0,0,0,HeadPokemonWithLegs
713,Avalugg,Avalugg,Ice,,95,117,184,44,46,28,2,1,505,0,70,0,0.5,2,366,1,0,0,0,0,0,0,5,23,53,MediumFast,55,Monster,Mineral,20,6.7,13.4,180,0,0,2,0,0,0,QuadrupedPokemonWithHoovesAndTail
714,Noibat,Noibat,Flying,Dragon,40,30,35,45,40,55,0.5,1,8,0,70,0,0.5,1,367,0,1,48,0,0,0,0,3,16,43,MediumFast,190,Flying,Dragon,20,6.7,13.4,49,0,0,0,0,0,1,WingedPokemonWithJaw
715,Noivern,Noivern,Flying,Dragon,85,70,80,97,80,123,1.5,1,85,0,70,0,0.5,2,367,1,0,0,0,0,0,0,5,23,53,MediumFast,45,Flying,Dragon,20,6.7,13.4,187,0,0,0,0,0,2,WingedPokemonWithJaw
716,Xerneas,Xerneas,Fairy,,126,131,95,131,98,99,3,2,215,0,0,1,-1,1,368,1,0,0,0,0,1,0,10,40,92,Slow,45,Undiscovered,,120,40,80,306,3,0,0,0,0,0,QuadrupedPokemonWithHoovesAndTail
717,Yveltal,Yveltal,Dark,Flying,126,131,95,131,98,99,5.8,2,203,0,0,1,-1,1,369,1,0,0,0,0,1,0,10,40,92,Slow,45,Undiscovered,,120,40,80,306,3,0,0,0,0,0,WingedPokemonWithJaw
718,Zygarde,Zygarde,Dragon,Ground,108,100,121,81,95,95,5,2,305,0,0,1,-1,1,370,1,0,0,0,0,1,0,10,40,92,Slow,3,Undiscovered,,120,40,80,270,3,0,0,0,0,0,SnakePokemon
719,Diancie,Diancie,Rock,Fairy,50,100,150,100,150,50,0.7,1,8.8,0,70,1,-1,1,371,1,0,0,0,0,1,0,10,40,92,Slow,3,Undiscovered,,25,8.3,16.6,270,0,0,1,0,2,0,NO GOOD FIT
720,Hoopa,Hoopa,Psychic,Ghost,80,110,60,150,130,70,0.5,1,9,0,100,1,-1,1,372,1,0,0,0,0,1,0,10,40,92,Slow,3,Undiscovered,,120,40,80,270,0,0,0,3,0,0,NO GOOD FIT
721,Volcanion,Volcanion,Fire,Water,80,110,120,130,90,70,1.7,1,195,0,100,1,-1,1,373,1,0,0,0,0,1,0,10,40,92,Slow,3,Undiscovered,,120,40,80,270,0,0,0,3,0,0,QuadrupedPokemonWithHoovesAndTail
722,Rowlet,Rowlet,Grass,Flying,68,55,55,50,50,42,0.3,1,1.5,0,70,0,0.125,1,374,0,1,17,0,0,0,0,3,8,12,MediumSlow,45,Flying,,15,5,10,64,1,0,0,0,0,0,WingedPokemonWithBeak
723,Dartrix,Dartrix,Grass,Flying,78,75,75,70,70,52,0.7,1,16,0,70,0,0.125,2,374,0,1,34,0,0,0,0,5,12,29,MediumSlow,45,Flying,,15,5,10,147,2,0,0,0,0,0,WingedPokemonWithBeak
724,Decidueye,Decidueye,Grass,Ghost,78,107,75,100,100,70,1.6,1,36.6,0,70,0,0.125,3,374,1,0,0,0,0,0,0,7,32,74,MediumSlow,45,Flying,,15,5,10,239,0,3,0,0,0,0,WingedPokemonWithBeak
725,Litten,Litten,Fire,,45,65,40,60,40,70,0.4,1,4.3,0,70,0,0.125,1,375,0,1,17,0,0,0,0,3,8,12,MediumSlow,45,Field,,15,5,10,64,0,0,0,0,0,1,QuadrupedPokemonWithPawsAndTail
726,Torracat,Torracat,Fire,,65,85,50,80,50,90,0.7,1,25,0,70,0,0.125,2,375,0,1,34,0,0,0,0,5,12,29,MediumSlow,45,Field,,15,5,10,147,0,0,0,0,0,2,QuadrupedPokemonWithPawsAndTail
727,Incineroar,Incineroar,Fire,Dark,95,115,90,80,90,60,1.8,1,83,0,70,0,0.125,3,375,1,0,0,0,0,0,0,7,32,74,MediumSlow,45,Field,,15,5,10,239,0,3,0,0,0,0,BipedPokemonWithTail
728,Popplio,Popplio,Water,,50,54,54,66,56,40,0.4,1,7.5,0,70,0,0.125,1,376,0,1,17,0,0,0,0,3,8,12,MediumSlow,45,Water1,Field,15,5,10,64,0,0,0,1,0,0,NO GOOD FIT
729,Brionne,Brionne,Water,,60,69,69,91,81,50,0.6,1,17.5,0,70,0,0.125,2,376,0,1,34,0,0,0,0,5,12,29,MediumSlow,45,Water1,Field,15,5,10,147,0,0,0,2,0,0,NO GOOD FIT
730,Primarina,Primarina,Water,Fairy,80,74,74,126,116,60,1.8,1,44,0,70,0,0.125,3,376,1,0,0,0,0,0,0,7,32,74,MediumSlow,45,Water1,Field,15,5,10,239,0,0,0,3,0,0,NO GOOD FIT
731,Pikipek,Pikipek,Normal,Flying,35,75,30,30,30,65,0.3,1,1.2,0,70,0,0.5,1,377,0,1,14,0,0,0,0,1,7,9,MediumFast,255,Flying,,15,5,10,53,0,1,0,0,0,0,WingedPokemonWithBeak
732,Trumbeak,Trumbeak,Normal,Flying,55,85,50,40,50,75,0.6,1,14.8,0,70,0,0.5,2,377,0,1,28,0,0,0,0,3,11,23,MediumFast,120,Flying,,15,5,10,124,0,2,0,0,0,0,WingedPokemonWithBeak
733,Toucannon,Toucannon,Normal,Flying,80,120,75,75,75,60,1.1,1,26,0,70,0,0.5,3,377,1,0,0,0,0,0,0,5,23,53,MediumFast,45,Flying,,15,5,10,218,0,3,0,0,0,0,WingedPokemonWithBeak
734,Yungoos,Yungoos,Normal,,48,70,30,30,30,45,0.4,1,6,0,70,0,0.5,1,378,0,1,20,0,0,0,0,1,9,15,MediumFast,255,Field,,15,5,10,51,0,1,0,0,0,0,QuadrupedPokemonWithPawsAndTail
735,Gumshoos,Gumshoos,Normal,,88,110,60,55,60,45,0.7,1,14.2,0,70,0,0.5,2,378,1,0,0,0,0,0,0,4,18,41,MediumFast,127,Field,,15,5,10,146,0,2,0,0,0,0,BipedPokemonWithTail
736,Grubbin,Grubbin,Bug,,47,62,45,55,45,46,0.4,1,4.4,0,70,0,0.5,1,379,0,1,20,0,0,0,0,1,9,15,MediumFast,255,Bug,,15,5,10,60,0,1,0,0,0,0,InsectPokemonWith4LegsAndClaws
737,Charjabug,Charjabug,Bug,Electric,57,82,95,55,75,36,0.5,1,10.5,0,70,0,0.5,2,379,0,0,0,0,0,0,0,3,14,32,MediumFast,120,Bug,,15,5,10,140,0,0,2,0,0,0,InsectPokemonWith4LegsAndClaws
738,Vikavolt,Vikavolt,Bug,Electric,77,70,90,145,75,43,1.5,1,45,0,70,0,0.5,3,379,1,0,0,0,0,0,0,5,23,53,MediumFast,45,Bug,,15,5,10,225,0,0,0,3,0,0,InsectPokemonWithWingsAndLegs
739,Crabrawler,Crabrawler,Fighting,,47,82,57,42,47,63,0.6,1,7,0,70,0,0.5,1,380,0,0,0,0,0,0,0,2,9,21,MediumFast,225,Water3,,20,6.7,13.4,68,0,1,0,0,0,0,InsectPokemonWith4LegsAndClaws
740,Crabominable,Crabominable,Fighting,Ice,97,132,77,62,67,43,1.7,1,180,0,70,0,0.5,2,380,1,0,0,0,0,0,0,5,23,53,MediumFast,60,Water3,,20,6.7,13.4,167,0,2,0,0,0,0,InsectPokemonWith4LegsAndClaws
741,Oricorio,Oricorio,Fire,Flying,75,70,70,98,70,93,0.6,1,3.4,0,70,0,0.75,1,381,1,0,0,0,0,0,0,2,9,21,MediumFast,45,Flying,,20,6.7,13.4,167,0,0,0,2,0,0,WingedPokemonWithBeak
742,Cutiefly,Cutiefly,Bug,Fairy,40,45,40,55,40,84,0.1,1,0.2,0,70,0,0.5,1,382,0,1,25,0,0,0,0,2,10,20,MediumFast,190,Bug,Fairy,20,6.7,13.4,61,0,0,0,0,0,1,InsectPokemonWithWingsAndLegs
743,Ribombee,Ribombee,Bug,Fairy,60,55,60,95,70,124,0.2,1,0.5,0,70,0,0.5,2,382,1,0,0,0,0,0,0,5,23,53,MediumFast,75,Bug,Fairy,20,6.7,13.4,162,0,0,0,0,0,2,InsectPokemonWithWingsAndLegs
744,Rockruff,Rockruff,Rock,,45,65,40,30,40,60,0.5,1,9.2,0,70,0,0.5,1,383,0,1,25,0,0,0,0,2,10,20,MediumFast,190,Field,,15,5,10,56,0,1,0,0,0,0,QuadrupedPokemonWithPawsAndTail
745,Lycanroc,Lycanroc,Rock,,75,115,65,55,65,112,0.8,1,25,0,70,0,0.5,2,383,1,0,0,0,0,0,0,5,23,53,MediumFast,90,Field,,15,5,10,170,0,2,0,0,0,0,QuadrupedPokemonWithPawsAndTail
746,Wishiwashi,Wishiwashi,Water,,45,20,20,25,25,40,0.2,1,0.3,0,70,0,0.5,1,384,1,0,0,0,0,0,0,4,18,41,Fast,60,Water2,,15,5,10,61,1,0,0,0,0,0,FishPokemonWithPectoralCaudalDorsalFins
747,Mareanie,Mareanie,Poison,Water,50,53,62,43,52,45,0.4,1,8,0,70,0,0.5,1,385,0,1,38,0,0,0,0,2,13,33,MediumFast,190,Water1,,20,6.7,13.4,61,0,0,1,0,0,0,NO GOOD FIT
748,Toxapex,Toxapex,Poison,Water,50,63,152,53,142,35,0.7,1,14.5,0,70,0,0.5,2,385,1,0,0,0,0,0,0,5,23,53,MediumFast,75,Water1,,20,6.7,13.4,173,0,0,2,0,0,0,NO GOOD FIT
749,Mudbray,Mudbray,Ground,,70,100,70,45,55,45,1,1,110,0,70,0,0.5,1,386,0,1,30,0,0,0,0,2,11,25,MediumFast,190,Field,,20,6.7,13.4,77,0,1,0,0,0,0,QuadrupedPokemonWithHoovesAndTail
750,Mudsdale,Mudsdale,Ground,,100,125,100,55,85,35,2.5,1,920,0,70,0,0.5,2,386,1,0,0,0,0,0,0,5,23,53,MediumFast,60,Field,,20,6.7,13.4,175,0,2,0,0,0,0,QuadrupedPokemonWithHoovesAndTail
751,Dewpider,Dewpider,Water,Bug,38,40,52,40,72,27,0.3,1,4,0,70,0,0.5,1,387,0,1,22,0,0,0,0,2,9,17,MediumFast,200,Water1,Bug,15,5,10,54,0,0,0,0,1,0,InsectPokemonWith4Legs
752,Araquanid,Araquanid,Water,Bug,68,70,92,50,132,42,1.8,1,82,0,70,0,0.5,2,387,1,0,0,0,0,0,0,5,23,53,MediumFast,100,Water1,Bug,15,5,10,159,0,0,0,0,2,0,InsectPokemonWith6Legs
753,Fomantis,Fomantis,Grass,,40,55,35,50,35,35,0.3,1,1.5,0,70,0,0.5,1,388,0,1,34,0,0,0,0,2,12,29,MediumFast,190,Grass,,20,6.7,13.4,50,0,1,0,0,0,0,BipedPokemonWithTail
754,Lurantis,Lurantis,Grass,,70,105,90,80,90,45,0.9,1,18.5,0,70,0,0.5,2,388,1,0,0,0,0,0,0,5,23,53,MediumFast,75,Grass,,20,6.7,13.4,168,0,2,0,0,0,0,BipedPokemonWithTail
755,Morelull,Morelull,Grass,Fairy,40,35,55,65,75,15,0.2,1,1.5,0,70,0,0.5,1,389,0,1,24,0,0,0,0,2,10,19,MediumFast,190,Grass,,20,6.7,13.4,57,0,0,0,0,1,0,NO GOOD FIT
756,Shiinotic,Shiinotic,Grass,Fairy,60,45,80,90,100,30,1,1,11.5,0,70,0,0.5,2,389,1,0,0,0,0,0,0,5,23,53,MediumFast,75,Grass,,20,6.7,13.4,142,0,0,0,0,2,0,BipedPokemon
757,Salandit,Salandit,Poison,Fire,48,44,40,71,40,77,0.6,1,4.8,0,70,0,0.125,1,390,0,1,33,0,0,0,0,2,12,28,MediumFast,120,Monster,Dragon,20,6.7,13.4,64,0,0,0,0,0,1,QuadrupedPokemonWithPawsAndTail
758,Salazzle,Salazzle,Poison,Fire,68,64,60,111,60,117,1.2,1,22.2,0,70,0,1,2,390,1,0,0,0,0,0,0,5,23,53,MediumFast,45,Monster,Dragon,20,6.7,13.4,168,0,0,0,0,0,2,BipedPokemonWithTail
759,Stufful,Stufful,Normal,Fighting,70,75,50,45,50,50,0.5,1,6.8,0,70,0,0.5,1,391,0,1,27,0,0,0,0,2,11,22,MediumFast,140,Field,,15,5,10,68,0,1,0,0,0,0,QuadrupedPokemonWithPawsAndTail
760,Bewear,Bewear,Normal,Fighting,120,125,80,55,60,60,2.1,1,135,0,70,0,0.5,2,391,1,0,0,0,0,0,0,5,23,53,MediumFast,70,Field,,15,5,10,175,0,2,0,0,0,0,BipedPokemonWithTail
761,Bounsweet,Bounsweet,Grass,,42,30,38,30,38,32,0.3,1,3.2,0,70,0,1,1,392,0,1,18,0,0,0,0,2,8,13,MediumSlow,235,Grass,,20,6.7,13.4,42,1,0,0,0,0,0,HeadPokemonWithLegs
762,Steenee,Steenee,Grass,,52,40,48,40,48,62,0.7,1,8.2,0,70,0,1,2,392,0,0,0,0,0,0,0,4,18,41,MediumSlow,120,Grass,,20,6.7,13.4,102,0,0,0,0,0,2,NO GOOD FIT
